Earth Skin Temperature, Humidity,Surface Pressure,Temperature at 2 Meters Range,Temperature at 2 Meters Minimum,Temperature at 2 Meters Maximum,Wind Speed,date
4.58,4.21,96.19,6.7,1.62,8.32,6.4,2014-01-30
6.12,4.39,96.56,8.45,3.11,11.56,7.0,2014-01-31
6.54,5.13,96.53,9.11,2.65,11.76,6.57,2014-02-01
3.58,3.36,97.3,10.03,0.2,10.23,6.62,2014-02-02
2.54,3.42,96.65,12.36,-1.91,10.45,4.01,2014-02-03
5.15,4.03,96.76,12.85,-0.53,12.32,2.98,2014-02-04
6.98,4.52,96.42,10.23,3.39,13.62,7.89,2014-02-05
9.85,5.92,96.59,16.4,3.48,19.89,4.8,2014-02-06
7.94,4.39,96.9,7.96,4.95,12.91,4.96,2014-02-07
7.87,5.07,96.32,9.96,4.73,14.69,9.02,2014-02-08
4.96,4.33,96.21,6.42,2.48,8.9,4.8,2014-02-09
5.66,4.39,95.79,5.78,3.51,9.29,11.42,2014-02-10
3.15,3.97,97.01,7.36,-0.77,6.58,5.1,2014-02-11
6.95,4.39,97.21,16.07,-0.15,15.92,3.09,2014-02-12
9.87,6.23,96.97,14.91,4.21,19.12,7.75,2014-02-13
11.12,6.84,96.68,15.07,5.97,21.03,5.39,2014-02-14
10.2,5.55,96.61,9.88,6.73,16.6,3.75,2014-02-15
6.15,4.33,97.16,9.75,2.15,11.9,3.63,2014-02-16
5.95,3.97,96.98,14.98,-0.84,14.15,3.69,2014-02-17
7.16,5.07,96.92,8.2,4.4,12.61,8.75,2014-02-18
7.35,4.94,97.51,10.4,3.33,13.73,5.66,2014-02-19
10.14,5.55,97.3,15.09,3.5,18.59,2.46,2014-02-20
6.99,4.39,97.46,9.16,1.9,11.05,6.55,2014-02-21
6.57,3.85,97.78,14.41,0.4,14.8,2.55,2014-02-22
7.71,4.21,97.5,15.05,1.78,16.83,3.95,2014-02-23
9.01,4.82,97.19,13.35,2.56,15.91,2.23,2014-02-24
8.25,4.7,97.29,13.26,2.69,15.96,3.21,2014-02-25
5.69,4.21,97.87,8.25,1.69,9.94,4.11,2014-02-26
5.11,4.82,98.06,10.2,0.67,10.87,3.25,2014-02-27
6.8,4.82,97.12,9.43,3.45,12.88,10.98,2014-02-28
6.67,5.19,96.24,6.69,3.67,10.36,4.77,2014-03-01
10.77,6.23,95.98,11.46,6.04,17.5,6.4,2014-03-02
9.13,4.21,96.0,7.33,5.32,12.65,6.95,2014-03-03
8.54,4.46,96.59,6.36,5.83,12.19,10.23,2014-03-04
10.5,5.92,97.19,9.16,6.32,15.48,5.58,2014-03-05
10.26,4.7,97.72,14.18,4.48,18.65,6.46,2014-03-06
9.23,4.27,97.99,15.02,3.13,18.15,1.71,2014-03-07
10.19,3.78,97.99,14.7,5.04,19.73,4.8,2014-03-08
9.4,4.27,98.17,15.45,2.89,18.33,3.71,2014-03-09
10.2,3.97,97.77,15.34,4.19,19.53,5.31,2014-03-10
11.01,4.94,97.76,15.8,3.38,19.19,4.41,2014-03-11
9.4,4.82,98.21,11.35,5.43,16.78,5.02,2014-03-12
7.51,5.0,98.31,10.48,3.29,13.77,3.34,2014-03-13
10.76,4.52,98.16,16.47,2.48,18.94,3.21,2014-03-14
11.33,4.82,98.24,14.69,4.9,19.58,4.55,2014-03-15
12.84,5.19,98.03,18.04,4.81,22.85,4.71,2014-03-16
14.86,4.88,97.74,20.1,5.69,25.79,4.05,2014-03-17
13.54,5.62,97.73,15.23,7.08,22.3,7.66,2014-03-18
12.9,5.74,97.84,13.92,5.37,19.29,6.41,2014-03-19
14.4,6.1,97.47,14.82,7.4,22.22,3.88,2014-03-20
13.32,7.2,97.34,10.36,8.76,19.12,3.77,2014-03-21
12.33,5.19,96.92,13.71,5.21,18.92,7.02,2014-03-22
6.51,3.72,97.35,7.75,2.25,10.0,8.25,2014-03-23
8.64,4.46,97.33,16.81,0.56,17.37,5.83,2014-03-24
7.86,4.58,97.03,7.3,5.13,12.43,6.87,2014-03-25
8.05,4.52,96.59,8.52,4.12,12.64,4.08,2014-03-26
9.46,3.91,96.74,13.58,1.51,15.08,7.16,2014-03-27
10.65,5.0,96.71,13.28,3.76,17.05,5.88,2014-03-28
11.19,6.04,96.58,7.79,7.79,15.58,6.09,2014-03-29
11.11,7.39,96.84,5.05,8.59,13.65,3.12,2014-03-30
14.02,5.8,97.02,14.42,5.85,20.27,4.47,2014-03-31
13.99,5.68,96.71,16.91,5.72,22.62,4.59,2014-04-01
11.55,7.14,96.0,8.62,7.46,16.08,4.27,2014-04-02
10.33,6.35,95.77,5.91,7.86,13.77,8.93,2014-04-03
13.08,5.13,96.87,12.06,7.08,19.14,6.91,2014-04-04
15.33,6.77,97.39,13.86,8.16,22.01,5.51,2014-04-05
18.23,7.2,97.51,16.6,9.27,25.87,2.69,2014-04-06
19.89,6.96,97.4,18.86,10.99,29.85,1.98,2014-04-07
16.91,7.14,97.83,12.53,10.42,22.96,5.23,2014-04-08
17.25,6.84,97.76,18.17,7.2,25.37,5.08,2014-04-09
18.44,7.51,97.43,16.38,9.64,26.01,1.46,2014-04-10
18.4,7.75,97.12,14.78,10.6,25.38,5.0,2014-04-11
16.82,7.45,97.34,10.88,10.33,21.21,4.34,2014-04-12
17.67,7.02,97.62,15.75,9.35,25.1,2.0,2014-04-13
18.99,7.2,97.42,16.72,9.07,25.8,3.64,2014-04-14
18.21,7.63,97.2,11.0,13.51,24.52,2.31,2014-04-15
19.85,7.51,97.4,17.09,10.45,27.55,2.48,2014-04-16
17.84,5.55,97.51,17.37,8.39,25.76,6.51,2014-04-17
17.87,4.52,97.01,19.2,8.04,27.24,3.33,2014-04-18
17.24,5.86,96.33,15.44,8.37,23.8,5.98,2014-04-19
15.46,7.08,95.89,10.15,10.06,20.21,5.6,2014-04-20
13.74,7.32,96.04,8.45,9.72,18.16,2.85,2014-04-21
15.36,6.71,96.9,11.22,9.3,20.52,3.88,2014-04-22
18.23,6.1,97.46,16.95,8.18,25.13,2.13,2014-04-23
16.22,7.08,97.19,11.42,10.4,21.83,6.29,2014-04-24
13.24,5.07,97.37,10.34,8.08,18.42,8.65,2014-04-25
15.19,6.53,97.15,14.48,7.63,22.12,4.71,2014-04-26
14.12,4.94,97.29,12.85,7.26,20.12,5.3,2014-04-27
15.05,6.47,97.26,12.98,7.83,20.82,6.12,2014-04-28
16.93,6.9,97.22,12.66,9.87,22.52,4.37,2014-04-29
17.28,7.14,97.21,11.57,10.52,22.1,4.18,2014-04-30
17.15,6.96,97.33,12.02,10.15,22.17,3.92,2014-05-01
14.82,5.86,97.48,10.83,8.8,19.63,4.74,2014-05-02
15.59,5.62,97.39,14.56,8.05,22.61,4.59,2014-05-03
15.98,4.7,97.21,18.76,5.72,24.48,4.46,2014-05-04
19.23,6.29,97.09,18.5,9.04,27.54,6.09,2014-05-05
21.02,7.32,97.15,19.87,9.89,29.76,3.15,2014-05-06
20.47,8.0,97.45,15.62,12.02,27.64,4.44,2014-05-07
20.69,7.93,97.6,14.82,12.72,27.54,2.81,2014-05-08
21.64,7.93,97.68,16.57,12.0,28.57,3.2,2014-05-09
23.69,8.73,97.49,16.34,14.0,30.33,3.88,2014-05-10
18.24,7.02,97.47,10.61,11.23,21.84,4.87,2014-05-11
18.43,6.41,97.36,16.16,8.89,25.05,4.98,2014-05-12
14.93,4.64,97.88,11.59,8.12,19.7,4.31,2014-05-13
16.93,4.46,98.3,18.26,5.53,23.78,3.77,2014-05-14
18.8,5.13,97.96,18.88,7.15,26.04,1.79,2014-05-15
19.78,5.19,97.43,16.7,9.95,26.64,5.35,2014-05-16
18.9,5.31,97.15,17.33,8.23,25.56,4.21,2014-05-17
19.71,5.86,96.78,16.09,9.75,25.84,7.29,2014-05-18
20.96,7.14,96.16,18.11,10.17,28.28,5.08,2014-05-19
19.45,8.3,96.48,9.65,14.46,24.11,1.89,2014-05-20
19.74,6.84,96.38,12.23,12.52,24.76,4.21,2014-05-21
16.3,5.19,96.86,13.05,8.98,22.03,8.02,2014-05-22
16.04,4.7,97.0,13.27,8.47,21.73,4.97,2014-05-23
15.16,6.77,97.24,12.79,6.56,19.34,5.11,2014-05-24
18.3,7.45,97.22,11.69,11.14,22.83,3.2,2014-05-25
15.69,5.86,97.55,11.97,8.16,20.14,5.74,2014-05-26
16.18,6.65,97.5,10.93,9.42,20.34,3.82,2014-05-27
16.2,7.2,97.07,9.47,10.48,19.94,6.71,2014-05-28
17.61,6.35,97.37,14.55,8.54,23.08,3.95,2014-05-29
17.78,6.71,97.55,11.25,11.01,22.26,6.01,2014-05-30
19.3,6.35,97.57,15.17,9.01,24.18,4.74,2014-05-31
20.91,7.02,97.58,14.73,11.46,26.19,5.35,2014-06-01
19.65,6.41,97.54,15.1,10.23,25.33,2.09,2014-06-02
21.44,6.96,97.25,16.02,11.53,27.55,5.42,2014-06-03
19.3,7.32,97.03,10.48,12.68,23.16,8.76,2014-06-04
23.15,7.75,96.89,20.2,11.23,31.42,6.65,2014-06-05
25.36,9.03,96.87,19.62,14.15,33.76,4.81,2014-06-06
26.74,8.48,97.07,18.75,15.05,33.8,3.33,2014-06-07
28.55,8.67,97.22,19.75,17.01,36.76,5.35,2014-06-08
28.19,7.69,97.14,19.02,17.47,36.48,8.67,2014-06-09
26.98,7.93,97.34,15.38,17.42,32.81,5.66,2014-06-10
24.79,9.16,97.8,11.84,18.27,30.12,3.49,2014-06-11
26.08,9.22,97.82,11.98,18.58,30.56,1.77,2014-06-12
28.05,9.46,97.52,15.83,17.65,33.48,5.3,2014-06-13
23.86,8.24,97.32,13.12,16.01,29.14,5.26,2014-06-14
23.01,6.9,97.17,14.36,14.19,28.55,3.91,2014-06-15
23.97,6.65,97.19,14.69,12.67,27.36,5.8,2014-06-16
23.7,6.9,97.19,15.77,13.34,29.11,5.41,2014-06-17
23.83,6.77,97.33,16.51,12.56,29.07,4.45,2014-06-18
24.48,9.03,97.39,14.52,14.44,28.96,5.01,2014-06-19
28.23,9.89,97.09,18.39,16.76,35.15,3.23,2014-06-20
28.87,8.36,96.98,15.07,20.16,35.23,7.81,2014-06-21
28.44,8.85,97.24,15.31,18.15,33.45,4.48,2014-06-22
27.75,9.7,97.35,12.92,18.61,31.53,3.62,2014-06-23
20.92,11.23,97.11,6.13,16.37,22.5,4.45,2014-06-24
21.63,9.4,96.97,11.52,15.01,26.53,3.49,2014-06-25
22.01,8.91,97.26,12.24,14.34,26.58,3.26,2014-06-26
26.29,8.73,97.23,18.34,14.34,32.69,3.52,2014-06-27
27.42,7.93,96.91,18.12,16.77,34.89,8.02,2014-06-28
20.83,7.02,97.45,10.98,13.98,24.95,6.65,2014-06-29
24.01,7.32,97.38,18.9,11.47,30.37,3.9,2014-06-30
26.84,7.93,96.79,17.49,15.43,32.92,4.87,2014-07-01
23.2,10.56,97.22,9.11,17.16,26.27,3.33,2014-07-02
22.62,9.7,97.49,11.85,15.53,27.37,7.26,2014-07-03
22.69,10.13,97.19,11.97,15.28,27.25,5.84,2014-07-04
28.01,8.97,97.04,17.33,17.31,34.64,1.69,2014-07-05
25.04,8.73,96.88,13.39,16.31,29.69,4.52,2014-07-06
19.84,7.57,97.34,9.28,13.94,23.22,5.69,2014-07-07
21.57,7.63,97.6,14.09,12.08,26.16,3.92,2014-07-08
19.93,7.08,97.65,10.96,13.19,24.15,4.3,2014-07-09
19.44,6.71,97.6,13.48,11.23,24.7,4.71,2014-07-10
21.14,7.57,97.5,15.64,11.94,27.58,3.9,2014-07-11
21.78,8.12,97.45,13.7,13.07,26.76,3.19,2014-07-12
23.54,8.48,97.36,16.09,13.33,29.42,2.39,2014-07-13
25.26,9.03,97.46,13.82,16.52,30.34,2.45,2014-07-14
27.65,9.4,97.52,18.3,15.7,34.01,3.95,2014-07-15
30.69,11.05,97.48,18.53,18.49,37.02,4.55,2014-07-16
31.43,10.19,97.35,19.38,19.58,38.96,5.69,2014-07-17
31.37,9.46,96.94,20.33,19.75,40.07,6.4,2014-07-18
26.36,8.24,96.84,11.33,19.98,31.3,4.98,2014-07-19
23.89,7.69,97.23,10.06,17.2,27.26,6.39,2014-07-20
23.69,8.54,97.66,14.8,14.6,29.4,3.91,2014-07-21
25.56,7.75,97.37,17.93,14.15,32.08,2.72,2014-07-22
27.79,8.73,96.94,18.59,15.87,34.47,2.5,2014-07-23
29.95,9.64,96.82,17.98,17.87,35.86,3.55,2014-07-24
29.72,10.56,96.89,14.44,19.44,33.87,3.05,2014-07-25
29.62,10.8,97.13,15.2,19.62,34.81,4.18,2014-07-26
28.26,8.79,97.34,15.96,18.33,34.3,2.49,2014-07-27
24.79,9.28,97.19,11.95,17.95,29.91,3.85,2014-07-28
22.17,7.81,97.26,12.66,14.32,26.99,4.37,2014-07-29
24.39,8.48,97.24,16.36,13.64,30.0,1.98,2014-07-30
26.71,8.48,97.08,17.69,15.61,33.3,2.74,2014-07-31
28.51,10.5,96.61,16.13,18.23,34.37,5.66,2014-08-01
25.5,10.62,96.57,9.77,19.37,29.14,4.02,2014-08-02
27.27,9.46,96.89,14.12,17.16,31.28,5.36,2014-08-03
27.98,10.99,97.18,13.52,18.66,32.19,4.67,2014-08-04
28.17,9.83,97.44,14.4,18.48,32.88,2.96,2014-08-05
28.15,9.03,97.36,15.76,17.92,33.68,3.42,2014-08-06
29.28,9.34,97.22,15.78,18.58,34.36,4.61,2014-08-07
31.68,10.07,96.78,18.63,20.42,39.05,4.52,2014-08-08
29.24,11.66,96.79,13.68,21.11,34.79,4.23,2014-08-09
30.47,8.36,96.77,18.72,19.44,38.16,5.48,2014-08-10
27.29,9.89,97.23,13.12,18.9,32.03,1.83,2014-08-11
28.39,10.44,97.0,17.34,16.74,34.08,6.09,2014-08-12
23.03,7.63,97.15,10.29,15.32,25.61,11.06,2014-08-13
21.69,7.08,97.52,13.59,13.26,26.84,2.73,2014-08-14
22.95,7.32,97.64,14.39,13.79,28.18,2.16,2014-08-15
21.29,6.41,97.81,13.45,13.05,26.5,3.7,2014-08-16
24.6,7.45,97.45,20.3,11.84,32.15,3.3,2014-08-17
27.18,10.38,96.85,17.59,17.19,34.78,3.98,2014-08-18
24.52,10.38,97.08,12.27,16.37,28.64,3.34,2014-08-19
23.5,8.61,97.24,12.67,15.51,28.19,3.77,2014-08-20
23.58,8.79,97.28,14.72,14.12,28.84,4.14,2014-08-21
22.84,9.95,97.21,12.4,15.59,28.0,5.73,2014-08-22
20.9,7.45,97.57,14.7,12.33,27.02,4.62,2014-08-23
23.67,8.36,97.54,17.52,13.13,30.65,3.37,2014-08-24
27.21,9.22,97.19,18.91,16.9,35.81,2.9,2014-08-25
28.32,8.61,96.95,18.02,18.7,36.73,3.28,2014-08-26
28.4,10.74,97.22,13.23,20.12,33.33,5.3,2014-08-27
29.12,11.9,97.17,16.41,19.43,35.83,5.99,2014-08-28
28.07,11.66,97.35,11.09,20.95,32.04,1.88,2014-08-29
26.85,10.31,97.45,11.04,19.62,30.65,3.16,2014-08-30
27.3,10.01,97.41,13.23,19.15,32.38,5.04,2014-08-31
26.22,8.18,97.33,18.55,15.52,34.08,2.19,2014-09-01
26.66,7.32,97.09,17.36,17.59,34.95,5.0,2014-09-02
26.9,8.12,96.86,17.17,17.17,34.33,3.09,2014-09-03
27.83,11.23,96.94,13.27,19.37,32.65,2.38,2014-09-04
26.72,9.89,97.08,14.33,17.87,32.19,5.03,2014-09-05
27.58,9.83,96.89,14.22,18.74,32.95,3.7,2014-09-06
27.27,10.99,96.85,13.95,20.23,34.18,7.98,2014-09-07
25.31,12.57,97.17,10.11,19.68,29.79,3.16,2014-09-08
24.48,11.96,97.33,10.75,18.27,29.02,2.83,2014-09-09
26.37,11.05,97.02,13.21,18.62,31.83,2.04,2014-09-10
25.89,8.79,96.92,15.09,17.5,32.58,3.37,2014-09-11
25.25,8.85,97.16,13.68,17.79,31.47,3.29,2014-09-12
25.83,7.93,97.27,15.81,16.51,32.33,3.23,2014-09-13
25.26,10.68,97.04,13.02,17.62,30.65,3.45,2014-09-14
24.74,10.56,97.01,11.33,18.08,29.4,4.38,2014-09-15
24.14,11.23,96.68,12.7,17.84,30.55,5.87,2014-09-16
24.25,9.4,96.48,12.85,16.61,29.45,2.73,2014-09-17
24.98,9.09,96.59,12.62,17.73,30.35,3.27,2014-09-18
24.47,8.61,96.92,11.74,17.73,29.47,1.56,2014-09-19
23.12,8.12,97.38,12.87,16.25,29.12,2.7,2014-09-20
23.93,9.34,97.45,11.49,17.17,28.66,1.46,2014-09-21
19.02,12.33,97.21,3.92,17.04,20.96,5.32,2014-09-22
18.6,9.22,97.11,8.52,14.13,22.65,3.88,2014-09-23
16.99,6.9,97.39,10.3,11.76,22.07,2.82,2014-09-24
17.05,6.35,97.68,13.41,10.33,23.75,4.74,2014-09-25
17.03,6.84,97.95,15.11,9.46,24.56,3.76,2014-09-26
18.66,8.18,97.94,14.7,11.05,25.75,5.52,2014-09-27
19.23,11.35,97.82,9.12,14.73,23.85,3.25,2014-09-28
20.65,10.8,97.89,10.4,15.18,25.58,2.73,2014-09-29
19.58,9.77,98.08,10.06,14.9,24.97,2.45,2014-09-30
20.33,9.22,98.17,13.04,13.17,26.21,3.78,2014-10-01
20.17,9.09,98.09,12.98,12.98,25.97,3.57,2014-10-02
19.89,8.61,97.78,13.46,12.87,26.33,1.92,2014-10-03
20.2,8.18,97.4,14.16,13.27,27.44,5.25,2014-10-04
18.16,8.18,97.33,10.12,12.79,22.91,6.1,2014-10-05
19.23,7.81,96.82,14.62,12.51,27.13,2.8,2014-10-06
19.78,7.81,96.85,15.15,12.94,28.09,3.62,2014-10-07
20.86,8.36,96.79,16.27,12.97,29.24,1.84,2014-10-08
20.84,9.58,96.86,10.83,16.08,26.91,3.19,2014-10-09
18.44,9.83,96.98,8.17,14.5,22.67,2.09,2014-10-10
18.99,9.7,96.91,12.26,13.26,25.51,5.32,2014-10-11
18.65,8.61,96.52,12.55,12.85,25.4,3.55,2014-10-12
16.1,7.45,96.61,12.4,10.33,22.73,1.98,2014-10-13
14.96,7.08,96.59,8.12,11.55,19.65,2.98,2014-10-14
16.51,7.63,96.84,12.61,10.86,23.47,2.98,2014-10-15
20.06,9.28,97.0,14.18,14.67,28.85,3.65,2014-10-16
19.27,8.06,97.34,15.73,12.76,28.49,2.34,2014-10-17
19.13,7.02,97.63,16.14,13.88,30.01,3.13,2014-10-18
19.61,8.61,97.87,15.41,14.19,29.59,4.19,2014-10-19
19.4,7.45,97.82,14.37,15.18,29.55,2.76,2014-10-20
19.83,7.63,97.94,13.44,14.77,28.21,5.83,2014-10-21
15.43,5.49,98.24,10.91,10.54,21.45,4.32,2014-10-22
16.15,4.46,97.81,16.87,9.08,25.94,3.86,2014-10-23
19.62,6.04,97.46,16.3,12.3,28.62,4.24,2014-10-24
17.5,8.42,97.76,6.78,15.24,22.02,5.89,2014-10-25
18.01,7.32,97.84,13.43,13.08,26.51,2.12,2014-10-26
17.29,9.16,97.67,11.23,12.38,23.61,4.12,2014-10-27
16.33,8.97,97.35,10.32,12.03,22.35,2.32,2014-10-28
16.44,8.36,97.44,11.13,12.01,23.15,1.87,2014-10-29
16.71,7.69,97.84,12.09,12.45,24.54,2.57,2014-10-30
15.92,8.36,97.95,11.52,11.86,23.38,3.52,2014-10-31
15.37,7.93,97.93,11.78,10.78,22.57,1.59,2014-11-01
15.34,7.45,97.48,11.12,11.56,22.69,2.75,2014-11-02
15.65,6.35,96.57,13.12,10.12,23.24,4.7,2014-11-03
11.53,5.8,95.49,5.98,7.98,13.97,6.35,2014-11-04
9.37,5.74,96.36,6.2,6.78,12.98,3.98,2014-11-05
9.12,5.07,96.95,10.14,5.25,15.39,5.05,2014-11-06
11.26,6.41,96.95,11.57,6.94,18.51,4.62,2014-11-07
10.52,5.19,96.89,12.23,5.44,17.67,2.29,2014-11-08
9.29,5.86,96.58,8.68,5.37,14.05,4.17,2014-11-09
8.12,4.39,96.82,12.09,3.39,15.48,3.91,2014-11-10
6.41,5.43,96.06,7.47,4.23,11.69,4.05,2014-11-11
9.48,5.8,96.47,12.3,5.18,17.48,5.22,2014-11-12
12.57,6.96,96.78,15.49,5.81,21.3,2.59,2014-11-13
13.16,7.63,96.23,12.81,8.09,20.9,2.98,2014-11-14
10.65,5.31,96.44,8.95,7.41,16.36,6.03,2014-11-15
9.95,5.37,96.62,9.96,6.15,16.12,5.17,2014-11-16
9.24,5.68,96.56,9.34,5.16,14.5,5.98,2014-11-17
8.29,4.76,96.86,12.45,3.19,15.64,3.67,2014-11-18
8.35,5.13,97.3,12.0,4.28,16.28,3.14,2014-11-19
10.88,7.26,97.61,12.66,7.0,19.65,3.65,2014-11-20
11.87,8.06,97.53,10.46,8.74,19.2,1.98,2014-11-21
11.77,8.61,97.31,7.16,9.15,16.32,2.59,2014-11-22
12.78,8.61,97.28,9.14,10.0,19.15,3.12,2014-11-23
14.13,8.91,97.37,7.74,11.65,19.39,2.02,2014-11-24
13.23,8.36,97.31,6.65,10.88,17.52,3.27,2014-11-25
10.78,7.45,96.82,8.41,6.93,15.33,3.5,2014-11-26
9.56,6.71,95.99,10.36,5.69,16.05,6.95,2014-11-27
11.67,8.18,94.98,7.73,8.69,16.42,7.09,2014-11-28
12.83,9.28,95.31,4.77,10.95,15.73,5.85,2014-11-29
10.89,8.48,95.66,6.27,7.9,14.16,5.63,2014-11-30
9.37,6.35,95.93,7.74,4.88,12.62,4.73,2014-12-01
6.23,4.82,96.5,9.27,3.24,12.52,4.38,2014-12-02
4.55,4.27,96.76,7.08,2.06,9.14,4.04,2014-12-03
4.94,4.52,96.86,9.86,0.77,10.63,2.83,2014-12-04
5.48,4.88,97.48,8.6,2.52,11.12,2.37,2014-12-05
4.38,4.33,97.83,6.82,1.03,7.85,3.98,2014-12-06
4.05,4.09,98.1,9.04,0.41,9.45,5.09,2014-12-07
7.83,5.68,98.14,7.38,5.4,12.79,3.64,2014-12-08
4.63,4.09,98.32,7.55,1.65,9.21,3.96,2014-12-09
5.89,5.31,98.5,11.19,1.59,12.78,3.54,2014-12-10
7.0,5.43,98.34,9.62,3.06,12.69,7.15,2014-12-11
4.73,4.15,97.48,13.06,2.16,15.23,3.18,2014-12-12
5.68,5.0,97.0,10.13,4.25,14.37,2.83,2014-12-13
6.57,5.98,97.11,3.81,5.82,9.64,2.16,2014-12-14
7.04,5.62,97.31,7.03,4.44,11.47,3.9,2014-12-15
7.38,5.74,97.24,9.18,3.8,12.99,5.22,2014-12-16
8.92,6.1,97.86,7.57,6.64,14.2,4.07,2014-12-17
9.77,6.47,98.27,7.38,7.58,14.95,2.66,2014-12-18
8.4,5.8,98.48,9.44,4.93,14.37,2.16,2014-12-19
8.46,6.23,98.72,10.83,4.32,15.15,2.27,2014-12-20
6.76,5.0,98.82,10.95,2.1,13.05,4.01,2014-12-21
3.5,4.33,98.75,11.74,0.46,12.19,2.45,2014-12-22
2.12,3.42,98.5,11.34,0.21,11.55,2.52,2014-12-23
2.7,3.85,98.46,12.03,-0.88,11.15,1.85,2014-12-24
5.69,5.19,98.62,11.2,1.13,12.33,3.46,2014-12-25
6.3,5.0,98.54,10.23,2.59,12.83,3.95,2014-12-26
7.73,5.13,97.55,7.95,4.44,12.39,7.32,2014-12-27
5.44,4.21,97.18,9.46,-0.56,8.9,2.06,2014-12-28
-0.13,1.95,98.61,12.77,-3.85,8.92,5.22,2014-12-29
0.13,2.5,98.94,11.55,-3.76,7.79,4.17,2014-12-30
2.78,2.69,98.56,13.58,-1.0,12.58,3.41,2014-12-31
1.9,2.62,98.92,14.47,-2.62,11.86,3.08,2015-01-01
4.31,3.05,99.19,12.86,0.25,13.11,2.23,2015-01-02
7.23,3.11,99.06,13.09,3.64,16.73,2.8,2015-01-03
7.9,5.31,98.91,9.4,5.19,14.59,4.43,2015-01-04
5.4,4.94,98.5,8.92,2.76,11.69,3.82,2015-01-05
4.88,4.76,98.2,11.45,1.05,12.5,4.31,2015-01-06
4.78,5.0,98.62,8.84,1.91,10.75,2.56,2015-01-07
4.58,4.15,99.22,12.62,0.02,12.65,2.98,2015-01-08
7.62,5.19,99.6,13.34,2.57,15.91,2.75,2015-01-09
9.4,5.0,98.85,12.25,5.56,17.81,3.57,2015-01-10
6.72,4.58,98.68,12.59,1.18,13.76,7.27,2015-01-11
5.26,4.15,98.73,14.51,1.07,15.58,3.09,2015-01-12
6.35,4.82,98.04,11.98,3.99,15.96,3.69,2015-01-13
6.13,4.88,98.04,12.1,2.98,15.08,4.37,2015-01-14
6.24,4.88,97.18,14.88,2.19,17.07,4.12,2015-01-15
6.1,4.46,96.73,6.02,3.83,9.84,6.41,2015-01-16
3.8,3.66,97.61,8.42,1.19,9.62,7.36,2015-01-17
2.79,3.42,96.93,11.02,-1.7,9.32,2.79,2015-01-18
2.89,4.03,96.59,8.14,0.27,8.4,8.75,2015-01-19
2.15,3.54,96.59,7.91,-0.94,6.97,2.83,2015-01-20
3.67,3.97,96.38,8.15,1.3,9.45,4.34,2015-01-21
3.66,4.03,96.77,7.59,0.76,8.34,4.3,2015-01-22
3.01,3.42,97.65,9.24,-0.06,9.19,3.4,2015-01-23
4.25,3.91,98.05,10.25,-0.22,10.03,2.42,2015-01-24
3.53,2.93,98.25,9.73,0.38,10.12,3.3,2015-01-25
4.2,3.48,98.35,11.6,-0.56,11.04,1.97,2015-01-26
5.83,4.64,98.19,9.62,1.91,11.53,5.55,2015-01-27
6.12,4.64,97.8,8.53,2.69,11.23,4.93,2015-01-28
9.53,5.49,96.42,11.55,3.94,15.48,6.22,2015-01-29
9.08,6.29,95.11,3.7,7.74,11.44,7.13,2015-01-30
6.29,4.82,95.08,4.9,3.94,8.85,6.44,2015-01-31
4.1,3.91,96.4,4.66,2.1,6.75,7.34,2015-02-01
4.47,4.15,96.35,8.97,1.28,10.25,3.61,2015-02-02
3.9,3.85,95.52,6.88,0.55,7.43,11.8,2015-02-03
0.65,2.75,95.85,5.66,-1.32,4.33,5.78,2015-02-04
-0.2,2.44,96.58,6.69,-2.56,4.12,5.63,2015-02-05
-1.43,2.44,96.72,7.14,-4.17,2.98,3.96,2015-02-06
-0.71,2.69,97.5,9.96,-4.5,5.46,4.73,2015-02-07
0.97,3.05,97.89,11.03,-3.2,7.83,5.08,2015-02-08
1.67,2.87,98.2,12.7,-2.73,9.97,5.84,2015-02-09
2.43,3.05,98.08,14.36,-2.24,12.13,2.5,2015-02-10
2.15,4.15,97.86,8.82,0.27,9.09,2.88,2015-02-11
4.35,4.7,97.67,8.44,2.38,10.83,2.51,2015-02-12
6.14,4.27,97.51,14.27,0.28,14.55,4.19,2015-02-13
7.67,5.0,97.04,10.17,3.42,13.6,3.41,2015-02-14
8.62,5.92,96.68,9.27,4.8,14.08,5.95,2015-02-15
7.6,5.19,97.38,10.61,2.23,12.84,4.73,2015-02-16
7.68,4.64,98.19,10.02,3.65,13.66,3.86,2015-02-17
6.16,4.09,98.75,11.34,1.25,12.59,4.56,2015-02-18
5.52,3.97,98.61,14.52,-0.71,13.81,2.12,2015-02-19
6.28,3.66,97.57,15.97,-0.7,15.27,2.15,2015-02-20
6.33,4.58,96.34,6.66,3.39,10.05,11.26,2015-02-21
6.46,4.46,96.73,7.65,3.18,10.83,8.45,2015-02-22
10.08,5.86,96.8,11.24,5.42,16.66,4.97,2015-02-23
6.32,4.21,97.61,5.8,3.97,9.76,4.77,2015-02-24
8.74,5.49,97.83,9.19,3.63,12.82,6.63,2015-02-25
11.26,6.35,97.68,6.81,8.44,15.25,6.9,2015-02-26
7.87,4.27,97.67,6.85,3.99,10.84,6.41,2015-02-27
8.33,5.13,97.74,13.27,1.51,14.76,3.65,2015-02-28
13.61,6.96,97.69,12.59,8.17,20.76,3.77,2015-03-01
